order_no,Product,Quantity
10258,Whale,4
10259,Elephant,5
10260,Tux,1
10261,Whale,1
10262,Tux,4
10263,Elephant,1
10264,Bird,2
10265,Elephant,2
10266,Bird,3
10267,Elephant,1
10268,Elephant,3
10269,Tux,3
10270,Bird,5
10271,Whale,3
10272,Elephant,2
10273,Whale,4
10274,Tux,4
10275,Elephant,1
10276,Whale,1
10277,Elephant,2
10278,Elephant,4
10279,Elephant,2
10280,Whale,2
10281,Elephant,5
10282,Bird,3
10283,Whale,4
10284,Bird,4
10285,Whale,3
10286,Elephant,5
10287,Elephant,5
10288,Bird,5
10289,Elephant,2
10290,Bird,5
10291,Whale,3
10292,Whale,4
10293,Bird,3
10294,Elephant,3
10295,Tux,4
10296,Whale,2
10297,Elephant,2
10298,Whale,5
10299,Bird,1
10300,Elephant,2
10301,Elephant,1
10302,Bird,4
10303,Whale,4
10304,Elephant,4
10305,Elephant,4
10306,Tux,3
10307,Bird,4
10308,Whale,5
10309,Tux,3
10310,Whale,2
10311,Bird,5
10312,Bird,1
10313,Whale,2
10314,Tux,5
10315,Whale,2
10316,Bird,2
10317,Bird,4
10318,Tux,2
10319,Bird,4
10320,Bird,1
10321,Tux,3
10322,Tux,5
10323,Elephant,5
10324,Bird,5
10325,Whale,4
10326,Elephant,5
10327,Bird,1
10328,Whale,3
10329,Elephant,5
10330,Bird,4
10331,Whale,3
10332,Elephant,5
10333,Tux,4
10334,Whale,5
10335,Whale,1
10336,Tux,1
10337,Tux,5
10338,Whale,2
10339,Whale,2
10340,Bird,4
10341,Whale,3
10342,Elephant,4
10343,Elephant,4
10344,Tux,2
10345,Tux,4
10346,Elephant,3
10347,Whale,4
10348,Bird,3
10349,Bird,2
10350,Bird,2
10351,Tux,3
10352,Tux,3
10353,Bird,4
10354,Bird,1
10355,Elephant,5
10356,Bird,2
10357,Bird,4
10358,Tux,3
10359,Tux,5
10360,Elephant,1
10361,Whale,2
10362,Whale,3
10363,Tux,5
10364,Whale,5
10365,Whale,4
10366,Tux,5
10367,Bird,3
10368,Tux,1
10369,Whale,5
10370,Elephant,5
10371,Elephant,5
10372,Tux,4
10373,Elephant,3
10374,Whale,3
10375,Elephant,1
10376,Whale,4
10377,Elephant,1
10378,Tux,2
10379,Whale,2
10380,Whale,5
10381,Elephant,3
10382,Whale,3
10383,Bird,3
10384,Bird,3
10385,Tux,2
10386,Bird,1
10387,Elephant,4
10388,Bird,1
10389,Bird,1
10390,Tux,5
10391,Whale,2
10392,Tux,3
10393,Whale,1
10394,Elephant,2
10395,Elephant,2
10396,Whale,5
10397,Tux,4
10398,Bird,3
10399,Tux,4
10400,Tux,2
10401,Tux,5
10402,Whale,5
10403,Tux,2
10404,Tux,5
10405,Elephant,5
10406,Whale,5
10407,Elephant,2
10408,Whale,1
10409,Tux,2
10410,Bird,5
10411,Tux,3
10412,Bird,5
10413,Whale,5
10414,Whale,5
10415,Tux,4
10416,Whale,3
10417,Whale,4
10418,Bird,5
10419,Tux,2
10420,Tux,5
10421,Tux,5
10422,Whale,3
10423,Whale,2
10424,Whale,2
10425,Elephant,1
10426,Tux,3
10427,Tux,4
10428,Bird,3
10429,Whale,5
10430,Tux,3
10431,Bird,2
10432,Elephant,4
10433,Tux,2
10434,Bird,4
10435,Tux,1
10436,Elephant,4
10437,Tux,1
10438,Bird,2
10439,Bird,1
10440,Whale,4
10441,Whale,2
10442,Elephant,4
10443,Tux,5
10444,Whale,1
10445,Bird,2
10446,Bird,1
10447,Elephant,1
10448,Tux,2
10449,Elephant,5
10450,Tux,3
10451,Elephant,5
10452,Elephant,5
10453,Elephant,3
10454,Whale,2
10455,Whale,3
10456,Bird,3
10457,Bird,4
10458,Whale,2
10459,Bird,3
10460,Bird,4
10461,Whale,5
10462,Whale,1
10463,Tux,3
10464,Elephant,5
10465,Whale,3
10466,Whale,3
10467,Whale,3
10468,Tux,3
10469,Bird,2
10470,Tux,3
10471,Elephant,4
10472,Elephant,3
10473,Bird,1
10474,Elephant,3
10475,Whale,5
10476,Bird,4
10477,Elephant,5
10478,Elephant,1
10479,Tux,1
10480,Whale,2
10481,Bird,4
10482,Bird,5
10483,Bird,1
10484,Bird,1
10485,Elephant,5
10486,Bird,4
10487,Tux,5
10488,Elephant,4
10489,Elephant,4
10490,Tux,1
10491,Whale,2
10492,Whale,4
10493,Elephant,5
10494,Bird,5
10495,Elephant,1
10496,Tux,1
10497,Elephant,1
10498,Elephant,5
10499,Bird,5
10500,Elephant,2
10501,Elephant,4
10502,Elephant,5
10503,Bird,2
10504,Elephant,2
10505,Tux,1
10506,Whale,3
10507,Whale,4
10508,Tux,3
10509,Tux,3
10510,Bird,5
10511,Tux,1
10512,Bird,2
10513,Elephant,2
10514,Whale,2
10515,Whale,2
10516,Bird,5
10517,Whale,4
10518,Whale,2
10519,Tux,5
10520,Elephant,4
10521,Elephant,4
10522,Bird,2
10523,Whale,2
10524,Bird,3
10525,Bird,3
10526,Tux,4
10527,Tux,3
10528,Tux,1
10529,Bird,5
10530,Tux,2
10531,Elephant,5
10532,Tux,5
10533,Tux,5
10534,Whale,2
10535,Tux,4
10536,Elephant,3
10537,Elephant,4
10538,Bird,3
10539,Elephant,4
10540,Elephant,5
10541,Bird,5
10542,Bird,1
10543,Bird,2
10544,Tux,3
10545,Elephant,3
10546,Whale,1
10547,Bird,5
10548,Whale,5
10549,Tux,2
10550,Whale,2
10551,Bird,3
10552,Elephant,1
10553,Tux,5
10554,Whale,4
10555,Whale,4
10556,Tux,4
10557,Bird,1
10558,Tux,5
10559,Tux,1
10560,Whale,1
10561,Whale,4
10562,Tux,3
10563,Tux,1
10564,Elephant,5
10565,Tux,1
10566,Whale,1
10567,Bird,1
10568,Tux,3
10569,Elephant,2
10570,Bird,3
10571,Elephant,3
10572,Whale,3
10573,Elephant,1
10574,Bird,1
10575,Whale,1
10576,Elephant,2
10577,Bird,3
10578,Bird,4
10579,Whale,4
10580,Bird,3
10581,Tux,1
10582,Elephant,2
10583,Whale,1
10584,Bird,5
10585,Tux,1
10586,Whale,3
10587,Bird,2
10588,Bird,3
10589,Bird,2
10590,Tux,3
10591,Tux,1
10592,Whale,4
10593,Bird,4
10594,Elephant,4
10595,Tux,4
10596,Elephant,2
10597,Elephant,3
10598,Whale,4
10599,Bird,4
10600,Bird,5
10601,Bird,3
10602,Elephant,2
10603,Elephant,4
10604,Whale,3
10605,Whale,5
10606,Tux,1
10607,Tux,2
10608,Bird,4
10609,Tux,2
10610,Tux,1
10611,Tux,1
10612,Tux,1
10613,Bird,4
10614,Tux,5
10615,Elephant,3
10616,Bird,4
10617,Elephant,4
10618,Elephant,2
10619,Bird,1
10620,Tux,5
10621,Elephant,3
10622,Tux,3
10623,Bird,1
10624,Tux,1
10625,Bird,2
10626,Tux,4
10627,Bird,5
10628,Whale,2
10629,Whale,1
10630,Elephant,5
10631,Bird,3
10632,Tux,1
10633,Tux,2
10634,Bird,1
10635,Whale,2
10636,Whale,1
10637,Whale,3
10638,Whale,4
10639,Tux,4
10640,Bird,2
10641,Elephant,4
10642,Whale,2
10643,Elephant,1
10644,Bird,4
10645,Bird,4
10646,Tux,2
10647,Bird,1
10648,Whale,2
10649,Whale,4
10650,Elephant,2
10651,Bird,4
10652,Whale,5
10653,Elephant,5
10654,Tux,3
10655,Elephant,1
10656,Bird,4
10657,Tux,1
10658,Whale,3
10659,Tux,2
10660,Bird,5
10661,Bird,3
10662,Elephant,1
10663,Tux,3
10664,Whale,2
10665,Bird,4
10666,Whale,1
10667,Whale,1
10668,Elephant,3
10669,Bird,5
10670,Bird,5
10671,Tux,2
10672,Tux,3
10673,Elephant,1
10674,Whale,4
10675,Elephant,2
10676,Elephant,4
10677,Tux,2
10678,Tux,4
10679,Bird,2
10680,Tux,1
10681,Whale,2
10682,Bird,4
10683,Whale,3
10684,Tux,2
10685,Bird,2
10686,Whale,4
10687,Whale,2
10688,Bird,2
10689,Elephant,2
10690,Tux,1
10691,Tux,4
10692,Whale,3
10693,Bird,1
10694,Whale,3
10695,Elephant,5
10696,Elephant,5
10697,Tux,5
10698,Whale,1
10699,Elephant,3
10700,Elephant,5
10701,Tux,2
10702,Tux,2
10703,Tux,4
10704,Bird,4
10705,Elephant,4
10706,Elephant,5
10707,Elephant,5
10708,Tux,2
10709,Whale,2
10710,Bird,2
10711,Whale,1
10712,Bird,4
10713,Elephant,2
10714,Bird,2
10715,Elephant,4
10716,Bird,5
10717,Bird,1
10718,Elephant,3
10719,Tux,5
10720,Elephant,3
10721,Whale,4
10722,Elephant,3
10723,Tux,1
10724,Tux,1
10725,Bird,5
10726,Elephant,2
10727,Whale,2
10728,Bird,1
10729,Tux,1
10730,Whale,1
10731,Elephant,3
10732,Bird,3
10733,Tux,2
10734,Elephant,2
10735,Elephant,3
10736,Whale,4
10737,Whale,4
10738,Bird,4
10739,Tux,4
10740,Whale,4
10741,Tux,2
10742,Tux,5
10743,Whale,4
10744,Whale,5
10745,Bird,3
10746,Tux,4
10747,Whale,3
10748,Elephant,1
10749,Bird,5
10750,Tux,4
10751,Elephant,1
10752,Elephant,3
10753,Elephant,4
10754,Whale,1
10755,Bird,3
10756,Elephant,3
10757,Whale,5
10758,Tux,1
10759,Tux,3
10760,Whale,3
10761,Whale,3
10762,Bird,3
10763,Elephant,1
10764,Whale,2
10765,Tux,2
10766,Bird,3
10767,Bird,4
10768,Bird,3
10769,Elephant,4
10770,Bird,5
10771,Whale,3
10772,Tux,2
10773,Bird,4
10774,Tux,1
10775,Tux,3
10776,Tux,1
10777,Bird,1
10778,Elephant,1
10779,Elephant,3
10780,Bird,1
10781,Elephant,3
10782,Whale,3
10783,Whale,1
10784,Tux,4
10785,Elephant,1
10786,Elephant,2
10787,Whale,1
10788,Bird,2
10789,Elephant,2
10790,Bird,5
10791,Bird,4
10792,Elephant,5
10793,Whale,2
10794,Bird,5
10795,Bird,4
10796,Whale,4
10797,Elephant,4
10798,Bird,3
10799,Bird,1
10800,Bird,2
10801,Tux,4
10802,Whale,4
10803,Elephant,4
10804,Tux,4
10805,Bird,2
10806,Tux,3
10807,Tux,3
10808,Tux,4
10809,Elephant,2
10810,Tux,1
10811,Tux,4
10812,Bird,3
10813,Bird,2
10814,Elephant,5
10815,Bird,2
10816,Whale,5
10817,Bird,2
10818,Tux,5
10819,Bird,5
10820,Elephant,2
10821,Tux,5
10822,Whale,4
10823,Tux,4
10824,Bird,3
10825,Whale,1
10826,Elephant,1
10827,Whale,5
10828,Tux,2
10829,Tux,5
10830,Whale,2
10831,Whale,1
10832,Whale,5
10833,Whale,2
10834,Elephant,5
10835,Bird,3
10836,Bird,4
10837,Bird,3
10838,Bird,1
10839,Bird,4
10840,Elephant,1
10841,Elephant,1
10842,Tux,3
10843,Tux,3
10844,Tux,5
10845,Bird,3
10846,Elephant,3
10847,Whale,4
10848,Whale,5
10849,Bird,1
10850,Bird,4
10851,Elephant,2
10852,Elephant,3
10853,Elephant,1
10854,Elephant,5
10855,Tux,1
10856,Tux,5
10857,Tux,3
10858,Elephant,2
10859,Bird,4
10860,Whale,4
10861,Tux,1
10862,Elephant,5
10863,Tux,2
10864,Elephant,2
10865,Whale,2
10866,Tux,3
10867,Bird,1
10868,Elephant,1
10869,Bird,1
10870,Bird,3
10871,Whale,4
10872,Bird,5
10873,Elephant,3
10874,Tux,5
10875,Whale,4
10876,Whale,4
10877,Tux,1
10878,Whale,4
10879,Whale,4
10880,Tux,2
10881,Bird,3
10882,Whale,4
10883,Bird,2
10884,Whale,5
10885,Bird,4
10886,Elephant,1
10887,Bird,4
10888,Tux,3
10889,Whale,1
10890,Bird,1
10891,Bird,4
10892,Bird,3
10893,Elephant,4
10894,Elephant,3
10895,Tux,5
10896,Whale,4
10897,Whale,2
10898,Whale,4
10899,Bird,2
10900,Elephant,4
10901,Whale,1
10902,Elephant,1
10903,Bird,4
10904,Tux,1
10905,Elephant,3
10906,Whale,1
10907,Bird,1
10908,Bird,1
10909,Tux,3
10910,Whale,1
10911,Whale,1
10912,Bird,1
10913,Whale,5
10914,Whale,3
10915,Whale,4
10916,Tux,2
10917,Whale,4
10918,Bird,4
10919,Bird,5
10920,Whale,2
10921,Whale,5
10922,Whale,2
10923,Bird,1
10924,Whale,3
10925,Whale,2
10926,Bird,2
10927,Whale,1
10928,Elephant,4
10929,Tux,5
10930,Whale,1
10931,Tux,2
10932,Tux,1
10933,Whale,5
10934,Elephant,4
10935,Whale,3
10936,Elephant,4
10937,Elephant,1
10938,Whale,5
10939,Bird,2
10940,Whale,2
10941,Bird,1
10942,Elephant,1
10943,Elephant,3
10944,Bird,2
10945,Whale,4
10946,Elephant,5
10947,Elephant,3
10948,Bird,4
10949,Whale,4
10950,Whale,5
10951,Bird,5
10952,Bird,3
10953,Tux,3
10954,Whale,5
10955,Tux,3
10956,Bird,3
10957,Whale,2
10958,Whale,2
10959,Whale,1
10960,Whale,1
10961,Bird,1
10962,Elephant,5
10963,Bird,5
10964,Tux,1
10965,Whale,1
10966,Tux,5
10967,Tux,4
10968,Bird,1
10969,Elephant,3
10970,Whale,5
10971,Whale,4
10972,Elephant,2
10973,Bird,4
10974,Elephant,1
10975,Bird,2
10976,Elephant,2
10977,Tux,4
10978,Tux,3
10979,Elephant,5
10980,Elephant,5
10981,Tux,4
10982,Tux,1
10983,Bird,5
10984,Tux,1
10985,Elephant,1
10986,Whale,2
10987,Tux,5
10988,Whale,2
10989,Elephant,3
10990,Bird,4
10991,Whale,1
10992,Bird,2
10993,Tux,5
10994,Bird,3
10995,Whale,2
10996,Elephant,2
10997,Tux,1
10998,Elephant,5
10999,Whale,3
11000,Tux,3
11001,Bird,4
11002,Tux,3
11003,Whale,1
11004,Elephant,1
11005,Tux,1
11006,Tux,3
11007,Bird,3
11008,Bird,2
11009,Elephant,1
11010,Whale,3
11011,Elephant,2
11012,Elephant,4
11013,Whale,1
11014,Bird,1
11015,Bird,4
11016,Bird,2
11017,Elephant,2
11018,Tux,4
11019,Elephant,5
11020,Whale,5
11021,Bird,2
11022,Elephant,1
11023,Whale,2
11024,Tux,5
11025,Bird,4
11026,Elephant,3
11027,Elephant,1
11028,Whale,1
11029,Bird,4
11030,Bird,5
11031,Bird,2
11032,Bird,5
11033,Elephant,1
11034,Bird,3
11035,Whale,1
11036,Tux,4
11037,Elephant,3
11038,Whale,3
11039,Tux,4
11040,Bird,5
11041,Elephant,2
11042,Tux,1
11043,Tux,5
11044,Whale,4
11045,Whale,3
11046,Whale,2
11047,Tux,5
11048,Elephant,5
11049,Bird,1
11050,Tux,2
11051,Bird,1
11052,Elephant,2
11053,Tux,1
11054,Bird,2
11055,Elephant,1
11056,Tux,1
11057,Whale,1
11058,Whale,1
11059,Whale,1
11060,Whale,2
11061,Bird,3
11062,Tux,1
11063,Whale,4
11064,Whale,3
11065,Elephant,3
11066,Tux,1
11067,Elephant,2
11068,Bird,5
11069,Elephant,1
11070,Whale,5
11071,Elephant,4
11072,Tux,5
11073,Bird,4
11074,Whale,4
11075,Whale,4
11076,Whale,3
11077,Bird,2
11078,Elephant,3
11079,Elephant,2
11080,Whale,3
11081,Tux,4
11082,Tux,3
11083,Whale,3
11084,Tux,1
11085,Tux,5
11086,Tux,5
11087,Elephant,1
11088,Whale,1
11089,Whale,4
11090,Tux,2
11091,Elephant,1
11092,Tux,5
11093,Bird,3
11094,Tux,5
11095,Whale,1
11096,Tux,4
11097,Bird,1
11098,Tux,5
11099,Tux,4
11100,Whale,5
11101,Whale,1
11102,Bird,1
11103,Tux,1
11104,Tux,5
11105,Whale,3
11106,Whale,3
11107,Elephant,3
11108,Tux,1
11109,Tux,3
11110,Elephant,3
11111,Elephant,4
11112,Whale,3
11113,Whale,3
11114,Whale,4
11115,Bird,3
11116,Tux,4
11117,Whale,4
11118,Bird,1
11119,Whale,3
11120,Tux,5
11121,Whale,5
11122,Elephant,1
11123,Tux,1
11124,Bird,2
11125,Bird,1
11126,Whale,1
11127,Whale,4
11128,Whale,3
11129,Bird,4
11130,Elephant,5
11131,Tux,3
11132,Bird,4
11133,Bird,1
11134,Whale,1
11135,Whale,2
11136,Whale,2
11137,Tux,1
11138,Elephant,4
11139,Whale,1
11140,Tux,5
11141,Whale,5
11142,Bird,4
11143,Bird,4
11144,Tux,5
11145,Whale,2
11146,Elephant,1
11147,Bird,2
11148,Bird,4
11149,Tux,2
11150,Elephant,5
11151,Whale,3
11152,Elephant,4
11153,Tux,4
11154,Whale,3
11155,Elephant,4
11156,Bird,3
11157,Whale,5
11158,Bird,5
11159,Elephant,2
11160,Elephant,1
11161,Bird,4
11162,Tux,1
11163,Whale,2
11164,Tux,3
11165,Elephant,5
11166,Elephant,3
11167,Whale,1
11168,Elephant,2
11169,Whale,1
11170,Bird,3
11171,Elephant,1
11172,Elephant,2
11173,Tux,3
11174,Bird,4
11175,Elephant,2
11176,Elephant,5
11177,Elephant,2
11178,Tux,5
11179,Tux,2
11180,Bird,4
11181,Whale,4
11182,Tux,2
11183,Bird,4
11184,Bird,4
11185,Whale,3
11186,Tux,2
11187,Elephant,1
11188,Elephant,2
11189,Whale,2
11190,Elephant,2
11191,Elephant,5
11192,Whale,1
11193,Bird,4
11194,Elephant,1
11195,Whale,3
11196,Bird,4
11197,Bird,5
11198,Elephant,1
11199,Whale,3
11200,Bird,2
11201,Bird,4
11202,Tux,5
11203,Tux,5
11204,Elephant,1
11205,Elephant,5
11206,Whale,1
11207,Tux,4
11208,Elephant,4
11209,Tux,2
11210,Bird,4
11211,Whale,3
11212,Tux,1
11213,Bird,1
11214,Tux,4
11215,Elephant,3
11216,Elephant,4
11217,Elephant,4
11218,Whale,1
11219,Elephant,2
11220,Tux,1
11221,Whale,5
11222,Bird,5
11223,Elephant,3
11224,Bird,5
11225,Tux,5
11226,Whale,5
11227,Whale,5
11228,Tux,4
11229,Tux,5
11230,Whale,4
11231,Whale,5
11232,Elephant,3
11233,Elephant,4
11234,Tux,2
11235,Bird,3
11236,Elephant,5
11237,Elephant,3
11238,Elephant,4
11239,Elephant,5
11240,Elephant,3
11241,Tux,1
11242,Whale,4
11243,Bird,4
11244,Whale,2
11245,Elephant,2
11246,Elephant,2
11247,Bird,4
11248,Tux,4
11249,Whale,1
11250,Tux,4
11251,Bird,1
11252,Elephant,3
11253,Elephant,2
11254,Tux,4
11255,Whale,3
11256,Whale,2
11257,Bird,5
11258,Bird,1
11259,Tux,2
11260,Elephant,1
11261,Whale,4
11262,Tux,1
11263,Bird,3
11264,Elephant,5
11265,Bird,3
11266,Bird,1
11267,Whale,3
11268,Tux,5
11269,Whale,4
11270,Elephant,1
11271,Bird,4
11272,Elephant,4
11273,Whale,2
11274,Elephant,2
11275,Whale,4
11276,Whale,2
11277,Bird,1
11278,Whale,1
11279,Whale,1
11280,Tux,4
11281,Tux,2
11282,Tux,1
11283,Elephant,1
11284,Whale,1
11285,Whale,3
11286,Whale,4
11287,Tux,5
11288,Bird,2
11289,Tux,4
11290,Elephant,2
11291,Whale,2
11292,Whale,4
11293,Elephant,2
11294,Tux,2
11295,Whale,1
11296,Elephant,5
11297,Elephant,2
11298,Tux,2
11299,Whale,2
11300,Whale,3
11301,Tux,4
11302,Tux,3
11303,Elephant,3
11304,Tux,2
11305,Elephant,2
11306,Whale,2
11307,Elephant,3
11308,Whale,5
11309,Bird,3
11310,Elephant,5
11311,Whale,2
11312,Elephant,4
11313,Bird,5
11314,Bird,5
11315,Whale,3
11316,Whale,3
11317,Bird,3
11318,Tux,2
11319,Whale,5
11320,Whale,1
11321,Whale,3
11322,Bird,4
11323,Bird,4
11324,Elephant,5
11325,Elephant,4
11326,Tux,5
11327,Tux,3
11328,Bird,4
11329,Elephant,1
11330,Tux,2
11331,Tux,3
11332,Whale,2
11333,Bird,4
11334,Elephant,4
11335,Whale,3
11336,Elephant,5
11337,Tux,5
11338,Bird,5
11339,Tux,2
11340,Bird,5
11341,Tux,3
11342,Elephant,2
11343,Tux,4
11344,Elephant,4
11345,Whale,3
11346,Bird,1
11347,Whale,5
11348,Whale,5
11349,Whale,5
11350,Whale,5
11351,Whale,2
11352,Tux,3
11353,Elephant,5
11354,Elephant,4
11355,Whale,2
11356,Whale,1
11357,Bird,3
11358,Whale,1
11359,Tux,3
11360,Elephant,3
11361,Whale,3
11362,Whale,4
11363,Bird,1
11364,Elephant,5
11365,Bird,5
11366,Elephant,2
11367,Tux,2
11368,Bird,3
11369,Whale,2
11370,Whale,4
11371,Bird,3
11372,Whale,1
11373,Elephant,2
11374,Tux,2
11375,Elephant,3
11376,Whale,2
11377,Tux,5
11378,Elephant,1
11379,Whale,3
11380,Tux,1
11381,Bird,5
11382,Elephant,1
11383,Tux,2
11384,Whale,3
11385,Tux,5
11386,Bird,2
11387,Elephant,4
11388,Whale,5
11389,Whale,3
11390,Whale,2
11391,Tux,4
11392,Whale,1
11393,Tux,5
11394,Whale,2
11395,Elephant,2
11396,Whale,2
11397,Elephant,3
11398,Elephant,2
11399,Elephant,1
11400,Tux,5
11401,Elephant,3
11402,Whale,3
11403,Tux,1
11404,Tux,2
11405,Bird,1
11406,Bird,1
11407,Bird,5
11408,Whale,3
11409,Tux,5
11410,Bird,3
11411,Tux,4
11412,Tux,5
11413,Bird,1
11414,Whale,4
11415,Bird,1
11416,Tux,2
11417,Whale,3
11418,Bird,5
11419,Whale,5
11420,Bird,1
11421,Tux,4
11422,Whale,2
11423,Whale,3
11424,Elephant,1
11425,Whale,3
11426,Tux,2
11427,Tux,2
11428,Whale,1
11429,Elephant,2
11430,Bird,2
11431,Whale,1
11432,Bird,5
11433,Tux,5
11434,Bird,5
11435,Elephant,2
11436,Bird,5
11437,Bird,5
11438,Elephant,1
11439,Whale,3
11440,Elephant,2
11441,Whale,3
11442,Bird,4
11443,Elephant,5
11444,Elephant,2
11445,Elephant,3
11446,Tux,1
11447,Elephant,1
11448,Elephant,2
11449,Whale,1
11450,Elephant,3
11451,Whale,4
11452,Whale,2
11453,Whale,5
11454,Elephant,2
11455,Whale,2
11456,Bird,1
11457,Bird,2
11458,Bird,5
11459,Whale,2
11460,Tux,5
11461,Elephant,3
11462,Tux,3
11463,Whale,4
11464,Elephant,4
11465,Tux,3
11466,Bird,2
11467,Bird,3
11468,Bird,2
11469,Tux,4
11470,Bird,3
11471,Whale,1
11472,Elephant,3
11473,Elephant,5
11474,Bird,3
11475,Bird,2
11476,Elephant,5
11477,Tux,2
11478,Elephant,1
11479,Tux,3
11480,Elephant,4
11481,Whale,2
11482,Elephant,3
11483,Elephant,3
11484,Bird,3
11485,Elephant,1
11486,Elephant,1
11487,Elephant,3
11488,Elephant,5
11489,Tux,3
11490,Whale,4
11491,Bird,5
11492,Tux,4
11493,Whale,3
11494,Tux,4
11495,Whale,5
11496,Whale,5
11497,Whale,2
11498,Elephant,3
11499,Elephant,4
11500,Whale,5
11501,Elephant,5
11502,Bird,1
11503,Elephant,4
11504,Whale,4
11505,Tux,1
11506,Whale,2
11507,Tux,5
11508,Bird,4
11509,Bird,2
11510,Elephant,4
11511,Tux,1
11512,Elephant,5
11513,Bird,3
11514,Tux,5
11515,Elephant,5
11516,Elephant,2
11517,Bird,3
11518,Elephant,3
11519,Whale,3
11520,Whale,2
11521,Tux,3
11522,Elephant,3
11523,Elephant,1
11524,Elephant,4
11525,Whale,1
11526,Elephant,2
11527,Tux,3
11528,Elephant,2
11529,Bird,1
11530,Whale,1
11531,Bird,5
11532,Whale,2
11533,Elephant,3
11534,Tux,1
11535,Whale,4
11536,Whale,1
11537,Bird,3
11538,Tux,3
11539,Elephant,3
11540,Whale,3
11541,Tux,5
11542,Elephant,3
11543,Whale,3
11544,Whale,3
11545,Tux,4
11546,Whale,5
11547,Elephant,5
11548,Tux,3
11549,Whale,5
11550,Elephant,3
11551,Whale,5
11552,Whale,2
11553,Tux,1
11554,Elephant,4
11555,Tux,2
11556,Elephant,1
11557,Bird,5
11558,Whale,3
11559,Whale,1
11560,Whale,2
11561,Whale,4
11562,Whale,5
11563,Tux,3
11564,Tux,2
11565,Tux,3
11566,Elephant,3
11567,Elephant,3
11568,Elephant,3
11569,Tux,3
11570,Whale,3
11571,Whale,3
11572,Tux,1
11573,Tux,3
11574,Bird,1
11575,Tux,2
11576,Elephant,1
11577,Elephant,5
11578,Tux,2
11579,Tux,2
11580,Bird,3
11581,Whale,1
11582,Whale,3
11583,Tux,3
11584,Elephant,5
11585,Bird,1
11586,Whale,5
11587,Bird,3
11588,Tux,1
11589,Whale,4
11590,Elephant,4
11591,Whale,2
11592,Tux,1
11593,Whale,1
11594,Elephant,3
11595,Bird,3
11596,Bird,1
11597,Elephant,5
11598,Elephant,3
11599,Elephant,4
11600,Elephant,1
11601,Bird,3
11602,Elephant,2
11603,Bird,3
11604,Tux,3
11605,Tux,1
11606,Bird,5
11607,Tux,4
11608,Tux,3
11609,Tux,1
11610,Whale,1
11611,Tux,2
11612,Whale,1
11613,Whale,1
11614,Whale,5
11615,Bird,1
11616,Whale,2
11617,Tux,5
11618,Whale,2
11619,Tux,1
11620,Tux,4
11621,Elephant,1
11622,Elephant,2
11623,Elephant,4
11624,Elephant,3
11625,Tux,4
11626,Whale,3
11627,Tux,1
11628,Elephant,1
11629,Whale,2
11630,Bird,5
11631,Tux,4
11632,Bird,3
11633,Whale,5
11634,Tux,4
11635,Whale,4
11636,Elephant,5
11637,Tux,4
11638,Tux,5
11639,Elephant,2
11640,Bird,1
11641,Whale,1
11642,Elephant,5
11643,Whale,4
11644,Bird,4
11645,Whale,1
11646,Elephant,1
11647,Bird,5
11648,Bird,1
11649,Whale,5
11650,Tux,1
11651,Tux,4
11652,Tux,1
11653,Tux,4
11654,Bird,2
11655,Whale,4
11656,Tux,5
11657,Whale,2
11658,Tux,1
11659,Bird,1
11660,Elephant,5
11661,Tux,4
11662,Tux,5
11663,Bird,4
11664,Bird,3
11665,Whale,1
11666,Bird,3
11667,Bird,3
11668,Tux,3
11669,Tux,5
11670,Bird,5
11671,Tux,5
11672,Whale,4
11673,Whale,4
11674,Bird,3
11675,Tux,3
11676,Bird,3
11677,Tux,3
11678,Bird,5
11679,Whale,2
11680,Whale,1
11681,Tux,3
11682,Bird,2
11683,Tux,3
11684,Whale,1
11685,Elephant,3
11686,Elephant,5
11687,Bird,1
11688,Whale,1
11689,Elephant,2
11690,Elephant,4
11691,Whale,4
11692,Whale,3
11693,Tux,4
11694,Bird,3
11695,Bird,5
11696,Whale,2
11697,Whale,5
11698,Elephant,1
11699,Bird,4
11700,Bird,2
11701,Tux,5
11702,Elephant,2
11703,Tux,2
11704,Bird,5
11705,Tux,5
11706,Tux,1
11707,Elephant,2
11708,Whale,4
11709,Elephant,2
11710,Whale,2
11711,Elephant,4
11712,Tux,3
11713,Tux,4
11714,Bird,3
11715,Bird,1
11716,Bird,4
11717,Whale,4
11718,Bird,1
11719,Bird,5
11720,Whale,4
11721,Elephant,5
11722,Bird,2
11723,Bird,1
11724,Whale,2
11725,Whale,4
11726,Elephant,4
11727,Elephant,5
11728,Bird,5
11729,Tux,5
11730,Bird,5
11731,Elephant,4
11732,Bird,2
11733,Bird,5
11734,Bird,1
11735,Whale,3
11736,Elephant,1
11737,Tux,4
11738,Elephant,4
11739,Whale,2
11740,Elephant,4
11741,Tux,4
11742,Elephant,3
11743,Bird,2
11744,Tux,5
11745,Whale,5
11746,Whale,4
11747,Whale,4
11748,Elephant,4
11749,Tux,4
11750,Tux,1
11751,Bird,4
11752,Elephant,2
11753,Tux,4
11754,Bird,3
11755,Elephant,1
11756,Whale,1
11757,Bird,3
11758,Whale,5
11759,Whale,1
11760,Elephant,2
11761,Tux,2
11762,Elephant,2
11763,Tux,4
11764,Tux,5
11765,Tux,2
11766,Tux,2
11767,Bird,1
11768,Bird,5
11769,Elephant,4
